Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
14102  VTDecoderXPCServ 0.0  00:00.05 0      0   0      0B     0B     0B     14102 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
14101  appstorecomponen 0.0  00:00.86 0      0   0      0B     0B     0B     14101 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
14091  com.apple.Safari 0.0  00:00.15 0      0   0      0B     0B     0B     14091 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
14061  VTDecoderXPCServ 0.0  00:00.20 0      0   0      0B     0B     0B     14061 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
14054  App Store        0.0  00:09.87 0      0   0      0B     0B     0B     14054 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
14005  package_script_s 0.0  00:00.03 0      0   0      0B     0B     0B     14005 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
13834  mdworker         0.0  00:02.30 0      0   0      0B     0B     0B     13834 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13579  PlugInLibrarySer 0.0  00:00.00 0      0   0      0B     0B     0B     13579 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13533  diskimagesiod    0.0  01:31.29 0      0   0      0B     0B     0B     13533 1     sleeping *0[0]       0.00000 0.00000    271 0        0       0         0         0         0         0          0       0     0.0   0         0          _diskimagesiod     N/A    N/A   N/A   N/A   N/A   N/A  
13531  XprotectService  0.0  00:00.05 0      0   0      0B     0B     0B     13531 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13207  zsh              0.0  00:00.03 0      0   0      0B     0B     0B     13207 13206 sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13206  login            0.0  00:00.01 0      0   0      0B     0B     0B     13206 13205 sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
13205  Terminal         0.0  00:01.73 0      0   0      0B     0B     0B     13205 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13201  PlugInLibrarySer 0.0  00:00.01 0      0   0      0B     0B     0B     13201 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13022  ShareSheetUI     0.0  00:01.30 0      0   0      0B     0B     0B     13022 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13010  SandboxedService 0.0  00:00.02 0      0   0      0B     0B     0B     13010 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13009  MTLCompilerServi 0.0  00:00.04 0      0   0      0B     0B     0B     13009 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
13007  LookupViewServic 0.0  00:00.48 0      0   0      0B     0B     0B     13007 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12961  com.apple.audio. 0.0  00:00.03 0      0   0      0B     0B     0B     12961 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12886  com.apple.Safari 0.0  00:00.45 0      0   0      0B     0B     0B     12886 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12879  1Password 7      0.0  00:09.10 0      0   0      0B     0B     0B     12879 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12771  sociallayerd     0.0  00:01.03 0      0   0      0B     0B     0B     12771 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12645  VTDecoderXPCServ 0.0  02:49.33 0      0   0      0B     0B     0B     12645 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12644  com.apple.photos 0.0  15:25.11 0      0   0      0B     0B     0B     12644 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12634  PerfPowerService 0.0  00:25.57 0      0   0      0B     0B     0B     12634 1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
12529  gamed            0.0  00:06.68 0      0   0      0B     0B     0B     12529 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12527  dataaccessd      0.0  00:01.53 0      0   0      0B     0B     0B     12527 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12518  progressd        0.0  00:00.46 0      0   0      0B     0B     0B     12518 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12514  suggestd         0.0  01:31.99 0      0   0      0B     0B     0B     12514 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12507  photolibraryd    0.0  03:42.67 0      0   0      0B     0B     0B     12507 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12491  ContainerMetadat 0.0  00:01.22 0      0   0      0B     0B     0B     12491 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12488  calaccessd       0.0  00:02.79 0      0   0      0B     0B     0B     12488 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12486  dmd              0.0  00:00.95 0      0   0      0B     0B     0B     12486 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12485  fileproviderd    0.0  00:00.92 0      0   0      0B     0B     0B     12485 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12482  com.apple.geod   0.0  00:00.69 0      0   0      0B     0B     0B     12482 1     sleeping  0[0]       0.00000 0.00000    205 0        0       0         0         0         0         0          0       0     0.0   0         0          _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
12481  com.apple.geod   0.0  00:01.00 0      0   0      0B     0B     0B     12481 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
12479  com.apple.geod   0.0  00:02.64 0      0   0      0B     0B     0B     12479 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12476  HomeWidget       0.0  00:00.06 0      0   0      0B     0B     0B     12476 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12474  com.apple.Notes. 0.0  00:00.06 0      0   0      0B     0B     0B     12474 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12472  StocksWidget     0.0  00:06.07 0      0   0      0B     0B     0B     12472 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12471  WeatherWidget    0.0  00:03.00 0      0   0      0B     0B     0B     12471 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12470  TipsAppWidget-ma 0.0  00:00.04 0      0   0      0B     0B     0B     12470 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12468  WorldClockWidget 0.0  00:10.79 0      0   0      0B     0B     0B     12468 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12467  PhotosReliveWidg 0.0  00:00.05 0      0   0      0B     0B     0B     12467 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12466  ScreenTimeWidget 0.0  00:05.96 0      0   0      0B     0B     0B     12466 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12465  PodcastsWidget   0.0  00:00.05 0      0   0      0B     0B     0B     12465 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12464  FindMyWidgetPeop 0.0  00:00.12 0      0   0      0B     0B     0B     12464 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12463  FindMyWidgetItem 0.0  00:00.08 0      0   0      0B     0B     0B     12463 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12462  CalendarWidgetEx 0.0  00:03.13 0      0   0      0B     0B     0B     12462 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12461  RemindersWidgetE 0.0  00:00.06 0      0   0      0B     0B     0B     12461 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12460  extensionkitserv 0.0  00:00.43 0      0   0      0B     0B     0B     12460 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12459  CoreServicesUIAg 0.0  00:01.56 0      0   0      0B     0B     0B     12459 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12458  akd              0.0  00:01.41 0      0   0      0B     0B     0B     12458 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12457  bird             0.0  00:04.00 0      0   0      0B     0B     0B     12457 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12456  studentd         0.0  00:02.89 0      0   0      0B     0B     0B     12456 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12449  NotificationCent 0.0  00:10.80 0      0   0      0B     0B     0B     12449 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12448  Spotlight        0.0  00:07.49 0      0   0      0B     0B     0B     12448 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12372  MTLCompilerServi 0.0  00:00.04 0      0   0      0B     0B     0B     12372 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
12371  MTLCompilerServi 0.0  00:00.05 0      0   0      0B     0B     0B     12371 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
12364  peopled          0.0  00:00.66 0      0   0      0B     0B     0B     12364 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12342  trustd           0.0  00:00.15 0      0   0      0B     0B     0B     12342 1     sleeping  0[0]       0.00000 0.00000    205 0        0       0         0         0         0         0          0       0     0.0   0         0          _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
12123  mbuseragent      0.0  00:00.02 0      0   0      0B     0B     0B     12123 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12095  ioupsd           0.0  00:00.01 0      0   0      0B     0B     0B     12095 1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
11724  XProtectPluginSe 0.0  00:04.14 0      0   0      0B     0B     0B     11724 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
11715  XProtectPluginSe 0.0  00:04.68 0      0   0      0B     0B     0B     11715 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11708  DataDetectorsSou 0.0  00:00.18 0      0   0      0B     0B     0B     11708 1     sleeping  0[0]       0.00000 0.00000    257 0        0       0         0         0         0         0          0       0     0.0   0         0          _datadetectors     N/A    N/A   N/A   N/A   N/A   N/A  
11617  trustd           0.0  00:00.84 0      0   0      0B     0B     0B     11617 1     sleeping  0[0]       0.00000 0.00000    89  0        0       0         0         0         0         0          0       0     0.0   0         0          _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
11616  trustd           0.0  00:39.95 0      0   0      0B     0B     0B     11616 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11611  XProtect         0.0  00:00.06 0      0   0      0B     0B     0B     11611 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
11609  XProtect         0.0  00:00.07 0      0   0      0B     0B     0B     11609 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11373  MTLCompilerServi 0.0  00:00.06 0      0   0      0B     0B     0B     11373 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11106  VTDecoderXPCServ 0.0  00:00.10 0      0   0      0B     0B     0B     11106 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10912  taskgated        0.0  00:00.01 0      0   0      0B     0B     0B     10912 1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
10779  MTLCompilerServi 0.0  00:00.07 0      0   0      0B     0B     0B     10779 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10778  QuickLookUIServi 0.0  00:00.51 0      0   0      0B     0B     0B     10778 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10777  com.apple.appkit 0.0  00:04.57 0      0   0      0B     0B     0B     10777 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10668  writeconfig      0.0  00:00.04 0      0   0      0B     0B     0B     10668 1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
10421  VisualizerServic 0.0  00:00.53 0      0   0      0B     0B     0B     10421 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10420  Music            0.0  04:17.32 0      0   0      0B     0B     0B     10420 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10267  ShipIt           0.0  00:00.02 0      0   0      0B     0B     0B     10267 1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10187  MTLCompilerServi 0.0  00:00.34 0      0   0      0B     0B     0B     10187 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10186  MTLCompilerServi 0.0  00:00.57 0      0   0      0B     0B     0B     10186 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10185  MTLCompilerServi 0.0  00:00.07 0      0   0      0B     0B     0B     10185 1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9592   GameControllerCo 0.0  00:00.05 0      0   0      0B     0B     0B     9592  1     sleeping  0[0]       0.00000 0.00000    247 0        0       0         0         0         0         0          0       0     0.0   0         0          _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
9548   com.apple.audio. 0.0  00:00.02 0      0   0      0B     0B     0B     9548  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9547   com.apple.audio. 0.0  00:00.02 0      0   0      0B     0B     0B     9547  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9332   netbiosd         0.0  00:00.90 0      0   0      0B     0B     0B     9332  1     sleeping *0[0]       0.00000 0.00000    222 0        0       0         0         0         0         0          0       0     0.0   0         0          _netbios           N/A    N/A   N/A   N/A   N/A   N/A  
8652   MTLCompilerServi 0.0  00:00.10 0      0   0      0B     0B     0B     8652  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8646   MTLCompilerServi 0.0  00:00.16 0      0   0      0B     0B     0B     8646  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8645   MTLCompilerServi 0.0  00:00.24 0      0   0      0B     0B     0B     8645  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8644   VTDecoderXPCServ 0.0  00:00.63 0      0   0      0B     0B     0B     8644  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8643   com.apple.audio. 0.0  00:00.03 0      0   0      0B     0B     0B     8643  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8525   com.apple.WebKit 0.0  00:01.50 0      0   0      0B     0B     0B     8525  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8521   com.apple.WebKit 0.0  00:00.44 0      0   0      0B     0B     0B     8521  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8519   com.apple.audio. 0.0  00:00.02 0      0   0      0B     0B     0B     8519  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8191   accessoryd       0.0  00:00.06 0      0   0      0B     0B     0B     8191  1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
7806   com.apple.audio. 0.0  00:00.02 0      0   0      0B     0B     0B     7806  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7804   Discord Helper   0.0  00:25.23 0      0   0      0B     0B     0B     7779  7779  sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7787   VTEncoderXPCServ 0.0  00:00.08 0      0   0      0B     0B     0B     7787  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7785   VTDecoderXPCServ 0.0  00:06.35 0      0   0      0B     0B     0B     7785  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7784   Discord Helper   0.0  00:58.04 0      0   0      0B     0B     0B     7779  7779  sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7781   chrome_crashpad_ 0.0  00:00.05 0      0   0      0B     0B     0B     7780  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7193   com.apple.audio. 0.0  00:00.03 0      0   0      0B     0B     0B     7193  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7188   VTDecoderXPCServ 0.0  00:06.45 0      0   0      0B     0B     0B     7188  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7008   rcd              0.0  00:02.00 0      0   0      0B     0B     0B     7008  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6978   IDSBlastDoorServ 0.0  00:00.04 0      0   0      0B     0B     0B     6978  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6943   com.apple.Charac 0.0  00:00.02 0      0   0      0B     0B     0B     6943  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6900   csnameddatad     0.0  00:00.00 0      0   0      0B     0B     0B     6900  1     sleeping  0[0]       0.00000 0.00000    205 0        0       0         0         0         0         0          0       0     0.0   0         0          _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
6899   watchlistd       0.0  00:04.03 0      0   0      0B     0B     0B     6899  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6720   MessagesBlastDoo 0.0  00:00.07 0      0   0      0B     0B     0B     6720  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6705   ipcserver        0.0  00:00.01 0      0   0      0B     0B     0B     6705  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6484   VTDecoderXPCServ 0.0  06:19.31 0      0   0      0B     0B     0B     6484  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6481   VTEncoderXPCServ 0.0  04:07.41 0      0   0      0B     0B     0B     6481  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6479   com.apple.audio. 0.0  00:00.02 0      0   0      0B     0B     0B     6479  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
