Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
12468  WorldClockWidget 0.0  00:10.79 3      2   78     6496K  256K   0B     12468 1     sleeping *0[1]       0.00000 0.00000    501 10731    757     628       268       181893    1873      5789       9       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12467  PhotosReliveWidg 0.0  00:00.05 4      3/2 64     2224K  0B     0B     12467 1     sleeping *0[1]       0.00000 0.00000    501 4488     335     189       58        748       424       253        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12466  ScreenTimeWidget 0.0  00:05.96 4      3/2 122    20640K 264K   0B     12466 1     sleeping *0[1]       0.00000 0.00000    501 16220    876     8174      1478      115006    16325     11832      16      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12465  PodcastsWidget   0.0  00:00.05 3      2/1 63     2276K  0B     0B     12465 1     sleeping *0[1]       0.00000 0.00000    501 4735     374     179       57        771       437       234        6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12464  FindMyWidgetPeop 0.0  00:00.12 4      3/1 81     5364K  0B     0B     12464 1     sleeping *0[1]       0.00000 0.00000    501 7292     711     349       103       1927      730       452        8       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12463  FindMyWidgetItem 0.0  00:00.08 3      2/1 64     2712K  0B     0B     12463 1     sleeping *0[1]       0.00000 0.00000    501 5035     402     211       63        1083      473       310        7       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12462  CalendarWidgetEx 0.0  00:03.13 3      2   83     7156K  0B     0B     12462 1     sleeping *0[1]       0.00000 0.00000    501 10399    727     533       213       38642     1824      4416       6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12461  RemindersWidgetE 0.0  00:00.06 3      2/1 62     2440K  0B     0B     12461 1     sleeping *0[1]       0.00000 0.00000    501 4622     363     191       57        1055      413       254        7       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12460  extensionkitserv 0.0  00:00.43 2      1   34     1424K  0B     0B     12460 1     sleeping *0[90]      0.00000 0.00000    501 6480     175     1186      448       14468     2368      3080       2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12459  CoreServicesUIAg 0.0  00:01.56 3      1   253    15560K 0B     0B     12459 1     sleeping *0[911]     0.00000 0.00000    501 32235    411     14395     4753      28319     32342     13660      23      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12458  akd              0.0  00:01.41 3      1   130    2836K  16384B 320K   12458 1     sleeping *0[2936]    0.00000 0.00000    501 13593    293     8385      7063      62787     20536     18828      61      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12457  bird             0.0  00:04.00 2      1   171    3576K  11504K 0B     12457 1     sleeping *598[3]     0.00000 0.00000    501 37938    279     244892    123764    269334    164478    23062      3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12456  studentd         0.0  00:02.89 2      1   195    6144K  0B     0B     12456 1     sleeping *0[1]       0.00000 0.00000    501 44640    539     8263      3202      78003     28517     25776      62      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12455  sharingd         0.0  00:55.07 4      2   373    7284K  0B     0B     12455 1     sleeping *0[1]       0.00000 0.00000    501 51748    697     367102    221924    1581776   1456335   550418     144     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12449  NotificationCent 0.0  00:10.80 4      2   334    40996K 780K   0B     12449 1     sleeping *0[2345]    0.00000 0.00000    501 49761    1042    93580     22626     107755    285082    86469      86      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12448  Spotlight        0.0  00:07.49 4      1   362    44440K 340K   0B     12448 1     sleeping *0[877]     0.00000 0.00000    501 63901    741     36295     9422      128206    92366     72229      106     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12372  MTLCompilerServi 0.0  00:00.04 2      1   25     5736K  0B     128K   12372 1     sleeping *0[3]       0.00000 0.00000    0   5351     428     104       74        654       293       148        11      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
12371  MTLCompilerServi 0.0  00:00.05 2      1   25     6280K  0B     61440B 12371 1     sleeping *0[3]       0.00000 0.00000    0   5520     428     104       74        657       292       106        59      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
12364  peopled          0.0  00:00.66 2      1   111    4084K  0B     1056K  12364 1     sleeping *0[38]      0.00000 0.00000    501 6710     360     1901      966       20636     7321      6073       52      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12342  trustd           0.0  00:00.15 2      1   46     1828K  0B     57344B 12342 1     sleeping *0[3]       0.00000 0.00000    205 3158     174     232       166       3571      834       688        17      0     0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
12123  mbuseragent      0.0  00:00.02 2      1   48     1396K  0B     144K   12123 1     sleeping *0[1]       0.00000 0.00000    501 3008     214     159       91        497       450       158        30      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
12095  ioupsd           0.0  00:00.01 2      1   48     980K   0B     0B     12095 1     sleeping *0[1]       0.00000 0.00000    0   1322     148     434       201       435       716       136        2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
11724  XProtectPluginSe 0.0  00:04.14 2      1   41     1852K  0B     1744K  11724 1     sleeping  0[0]       0.00000 0.00000    0   16265    283     850       419       152184    1786      2432       47      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
11715  XProtectPluginSe 0.0  00:04.68 2      1   46     1884K  0B     1768K  11715 1     sleeping  0[0]       0.00000 0.00000    501 15592    340     896       440       151991    1904      4196       31      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11708  DataDetectorsSou 0.0  00:00.18 2      1   27     1688K  0B     1660K  11708 1     sleeping  0[0]       0.00000 0.00000    257 1840     142     82        36        489       233       189        2       0     0.0   0      0      _datadetectors     N/A    N/A   N/A   N/A   N/A   N/A  
11617  trustd           0.0  00:00.84 2      1   51     2120K  384K   392K   11617 1     sleeping *0[210]     0.00000 0.00000    89  4356     216     522       405       20229     5844      3709       17      0     0.0   0      0      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
11616  trustd           0.0  00:39.95 2      1   239    2564K  2004K  116K   11616 1     sleeping *0[9649]    0.00000 0.00000    501 23307    216     24917     24119     708944    268244    104769     17      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11613  trustd           0.0  00:17.50 2      1   108    2648K  732K   53248B 11613 1     sleeping *0[5070]    0.00000 0.00000    282 12508    216     10442     9977      331572    139601    47291      18      0     0.0   0      0      _trustd            N/A    N/A   N/A   N/A   N/A   N/A  
11611  XProtect         0.0  00:00.06 2      1   45     1572K  0B     1524K  11611 1     sleeping  0[0]       0.00000 0.00000    0   2392     161     154       103       750       548       261        10      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
11609  XProtect         0.0  00:00.07 2      1   57     1640K  0B     1588K  11609 1     sleeping  0[0]       0.00000 0.00000    501 2252     163     194       112       792       623       287        7       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11373  MTLCompilerServi 0.0  00:00.06 2      1   33     8836K  0B     57344B 11373 1     sleeping *0[3]       0.00000 0.00000    501 5798     431     141       88        693       398       210        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
11106  VTDecoderXPCServ 0.0  00:00.10 2      1   67     5412K  0B     152K   11106 1     sleeping *0[41]      0.00000 0.00000    501 7772     228     4512      2300      3652      4226      493        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10912  taskgated        0.0  00:00.01 1      0   22     876K   0B     0B     10912 1     sleeping *0[1]       0.00000 0.00000    0   1112     146     93        33        1182      250       75         2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
10779  MTLCompilerServi 0.0  00:00.07 2      1   33     7256K  0B     140K   10779 1     sleeping *0[5]       0.00000 0.00000    501 6084     431     147       92        787       407       164        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10778  QuickLookUIServi 0.0  00:00.51 3      1   151    4508K  0B     0B     10778 1     sleeping  0[1456]    0.00000 0.00000    501 8030     317     7477      2075      13086     24487     10786      6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10777  com.apple.appkit 0.0  00:04.57 3      1   279    21920K 16384B 0B     10777 1     sleeping *783[5]     0.00000 0.00000    501 37096    526     46797     19005     113892    90505     35638      45      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10668  writeconfig      0.0  00:00.04 2      1   39     1300K  0B     24576B 10668 1     sleeping *0[49]      0.00000 0.00000    0   2176     190     400       136       1940      1031      682        9       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
10421  VisualizerServic 0.0  00:00.53 3      1   149    9136K  0B     0B     10421 1     sleeping  0[1643]    0.00000 0.00000    501 8272     295     8301      2323      11457     27580     11182      5       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10420  Music            0.0  04:17.32 17     2   1215   159M   5272K  0B     10420 1     sleeping  0[4741]    0.00000 0.00000    501 1130237  2094    968663    978404    2132939   14824205  2832903    738     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10267  ShipIt           0.0  00:00.02 2      1   36     1908K  0B     880K   10267 1     sleeping *0[1]       0.00000 0.00000    501 2080     203     150       138       788       455       283        20      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10187  MTLCompilerServi 0.0  00:00.34 2      1   33     19260K 0B     4720K  10187 1     sleeping *0[8]       0.00000 0.00000    501 14056    431     159       122       1973      448       329        9       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10186  MTLCompilerServi 0.0  00:00.57 2      1   33     25336K 0B     6484K  10186 1     sleeping *0[13]      0.00000 0.00000    501 16584    431     176       133       3368      490       516        10      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
10185  MTLCompilerServi 0.0  00:00.07 2      1   33     8732K  0B     7076K  10185 1     sleeping *0[5]       0.00000 0.00000    501 6659     431     146       114       814       435       303        68      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9592   GameControllerCo 0.0  00:00.05 2      1   33     3216K  0B     3176K  9592  1     sleeping  0[0]       0.00000 0.00000    247 3261     163     145       140       940       445       400        11      0     0.0   0      0      _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
9548   com.apple.audio. 0.0  00:00.02 2      1   22     3648K  0B     3624K  9548  1     sleeping *0[2]       0.00000 0.00000    501 2187     164     114       46        479       268       76         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9547   com.apple.audio. 0.0  00:00.02 2      1   26     2008K  0B     1984K  9547  1     sleeping *0[1]       0.00000 0.00000    501 2151     164     121       47        492       269       54         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
9332   netbiosd         0.0  00:00.90 2      1   25     1232K  0B     660K   9332  1     sleeping *0[1]       0.00000 0.00000    222 6799     180     1530      998       34558     4878      16094      32      0     0.0   0      0      _netbios           N/A    N/A   N/A   N/A   N/A   N/A  
8652   MTLCompilerServi 0.0  00:00.10 2      1   33     11676K 0B     9420K  8652  1     sleeping *0[3]       0.00000 0.00000    501 9148     431     142       114       1081      414       202        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8646   MTLCompilerServi 0.0  00:00.16 2      1   33     17132K 0B     14520K 8646  1     sleeping *0[3]       0.00000 0.00000    501 10250    431     142       114       1118      431       250        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8645   MTLCompilerServi 0.0  00:00.24 2      1   33     19348K 0B     13992K 8645  1     sleeping *0[5]       0.00000 0.00000    501 11639    431     148       118       1534      433       288        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8644   VTDecoderXPCServ 0.0  00:00.63 2      1   74     27076K 0B     17124K 8644  1     sleeping *0[208]     0.00000 0.00000    501 31989    227     15286     7807      33787     14611     3114       54      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8643   com.apple.audio. 0.0  00:00.03 2      1   26     2032K  0B     2008K  8643  1     sleeping *0[2]       0.00000 0.00000    501 2175     164     121       47        492       276       55         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8525   com.apple.WebKit 0.0  00:01.50 3      1   74     13808K 0B     2860K  8525  1     sleeping  0[311]     0.00000 0.00000    501 11976    406     13727     7154      14353     41968     15114      2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8521   com.apple.WebKit 0.0  00:00.44 3      1   81     4116K  53248B 444K   8521  1     sleeping *0[234]     0.00000 0.00000    501 4770     254     3845      2949      14623     12829     8667       3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8519   com.apple.audio. 0.0  00:00.02 2      1   22     2060K  0B     836K   8519  1     sleeping *0[2]       0.00000 0.00000    501 2156     164     114       46        479       261       97         3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8516   Mail             0.0  01:10.51 9      2   656    154M   3088K  26008K 8516  1     sleeping  0[4099]    0.00000 0.00000    501 410602   12315   231651    77986     1002528   780667    574179     1254    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
8191   accessoryd       0.0  00:00.06 2      1   61     1708K  0B     428K   8191  1     sleeping *0[1]       0.00000 0.00000    0   2484     199     462       343       2044      1080      669        58      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
7806   com.apple.audio. 0.0  00:00.02 2      1   22     1960K  0B     1840K  7806  1     sleeping *0[1]       0.00000 0.00000    501 2111     164     114       46        475       254       45         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7804   Discord Helper   0.0  00:25.23 8      1   246    12456K 0B     7776K  7779  7779  sleeping *0[5]       0.00000 0.00000    501 36366    1807    104125    34404     161939    996874    246826     0       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
7788   Discord Helper ( 0.0  01:42:37 46     1   2729   880M   0B     86228K 7779  7779  sleeping *1[12]      0.00000 0.00000    501 9049676  93175   57397720  21521893  102623186 112693128 76781967   325     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
